x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,x21,y21,z21
0.8918887376785278,0.5252655744552612,-5.777406499873905e-07,0.7940537333488464,0.5745829343795776,0.018771186470985413,0.7077044248580933,0.5993313789367676,0.006910617928951979,0.6464655995368958,0.6123901009559631,-0.013703473843634129,0.6040428876876831,0.6241312623023987,-0.03641164302825928,0.6404803991317749,0.4782574772834778,-0.026147348806262016,0.5465561151504517,0.49931472539901733,-0.06089911609888077,0.48397576808929443,0.5047188997268677,-0.0870111808180809,0.4284749925136566,0.5083906054496765,-0.11031114310026169,0.6630062460899353,0.4527807831764221,-0.05321911722421646,0.6213183999061584,0.6215763092041016,-0.08930030465126038,0.6689143180847168,0.6602752208709717,-0.08983214944601059,0.6976048350334167,0.6461142897605896,-0.09228302538394928,0.7029765844345093,0.46441951394081116,-0.07983807474374771,0.6633259654045105,0.6288307905197144,-0.10939980298280716,0.6993529796600342,0.6607441902160645,-0.08981885015964508,0.7285637855529785,0.6488144397735596,-0.07779859751462936,0.7488450407981873,0.49213331937789917,-0.10645191371440887,0.7075738310813904,0.6162481307983398,-0.13614928722381592,0.7109783887863159,0.6830199360847473,-0.13398633897304535,0.7204191088676453,0.7167527675628662,-0.1302492618560791
0.8909717798233032,0.5265700817108154,-5.956991344646667e-07,0.793938159942627,0.5761030912399292,0.019323697313666344,0.7080479264259338,0.6016948223114014,0.007548935245722532,0.6463969945907593,0.6145857572555542,-0.013509835116565228,0.6023582816123962,0.6250379681587219,-0.03667544201016426,0.6383763551712036,0.4796420633792877,-0.023049036040902138,0.5456598997116089,0.5000073909759521,-0.056812070310115814,0.4835185706615448,0.5058125853538513,-0.08226804435253143,0.4287310540676117,0.5097638368606567,-0.10503949970006943,0.6607235074043274,0.45322439074516296,-0.05067216232419014,0.6206116080284119,0.6200771331787109,-0.08627995103597641,0.6683473587036133,0.661015510559082,-0.08688794821500778,0.6981431841850281,0.6489522457122803,-0.08905159682035446,0.7008748054504395,0.4640656113624573,-0.07793953269720078,0.6624179482460022,0.6272090673446655,-0.10703352093696594,0.6986295580863953,0.6610673069953918,-0.08744540065526962,0.7285187244415283,0.6509743332862854,-0.07528244704008102,0.7470627427101135,0.4914798438549042,-0.10523879528045654,0.7070109248161316,0.616629421710968,-0.13440214097499847,0.7109479904174805,0.6837940216064453,-0.1320096254348755,0.721168577671051,0.7171038389205933,-0.12797608971595764
0.8896692991256714,0.5271559953689575,-5.987527060824505e-07,0.7929427623748779,0.5785081386566162,0.016899583861231804,0.7080764770507812,0.6041865944862366,0.004822629038244486,0.6468384265899658,0.6173601150512695,-0.016048071905970573,0.6023632287979126,0.6273788213729858,-0.03875484690070152,0.6371220946311951,0.48079466819763184,-0.022940462455153465,0.5447250008583069,0.5016878247261047,-0.056090209633111954,0.4828491806983948,0.5078048706054688,-0.08152218163013458,0.42826706171035767,0.5115844011306763,-0.10429064184427261,0.6589607000350952,0.4541529417037964,-0.04898446053266525,0.6218063235282898,0.6213889122009277,-0.08482570946216583,0.6693273782730103,0.6625300645828247,-0.08688833564519882,0.6991595029830933,0.6505281329154968,-0.08995543420314789,0.6989220976829529,0.4642259478569031,-0.07476051151752472,0.662482500076294,0.6275274753570557,-0.10407942533493042,0.6989628672599792,0.6613433957099915,-0.08592013269662857,0.7291840314865112,0.6511030793190002,-0.07452309876680374,0.7451915740966797,0.4908255934715271,-0.10073421895503998,0.7064385414123535,0.6171585321426392,-0.12969765067100525,0.7107794880867004,0.6842346787452698,-0.12771858274936676,0.7215603590011597,0.7174741625785828,-0.12383857369422913
0.8902950286865234,0.5256192088127136,-6.138525918686355e-07,0.7928013205528259,0.5771595239639282,0.017234863713383675,0.7080751061439514,0.6036168336868286,0.005519700236618519,0.6470624804496765,0.6181507706642151,-0.01522386446595192,0.6016630530357361,0.6286009550094604,-0.03789183869957924,0.637179970741272,0.48147332668304443,-0.022258102893829346,0.5451732277870178,0.5025303959846497,-0.05522646754980087,0.4835564196109772,0.5087105631828308,-0.08053320646286011,0.4289604425430298,0.5125681757926941,-0.10335292667150497,0.6591076254844666,0.45475852489471436,-0.04860072210431099,0.6231767535209656,0.6217281222343445,-0.08503978699445724,0.6707667708396912,0.6645635366439819,-0.08814893662929535,0.7007525563240051,0.6548810601234436,-0.09193646907806396,0.6994632482528687,0.46471861004829407,-0.074650838971138,0.6627762317657471,0.6274246573448181,-0.1055176630616188,0.6998903751373291,0.6629471182823181,-0.08910655230283737,0.7308290004730225,0.654981791973114,-0.07860501110553741,0.7462425231933594,0.4911970794200897,-0.1006852462887764,0.707226574420929,0.6169242262840271,-0.13143908977508545,0.7104436755180359,0.6869639754295349,-0.1311235874891281,0.7203859090805054,0.724327564239502,-0.12829922139644623
0.8901119232177734,0.5246967077255249,-5.870381301065208e-07,0.7916760444641113,0.5785326361656189,0.017059238627552986,0.7068924903869629,0.6053619384765625,0.004847205244004726,0.6465688347816467,0.6179003119468689,-0.01653740182518959,0.6017522215843201,0.6259911060333252,-0.039797987788915634,0.6368641257286072,0.48063749074935913,-0.021290192380547523,0.5448882579803467,0.5022656917572021,-0.05461696535348892,0.48284396529197693,0.5087556838989258,-0.08008965104818344,0.42824530601501465,0.5132037997245789,-0.10283716022968292,0.658179759979248,0.45365750789642334,-0.048107825219631195,0.621960461139679,0.6207508444786072,-0.08466467261314392,0.6696685552597046,0.6624618172645569,-0.08742465078830719,0.6993216872215271,0.651787519454956,-0.09069047123193741,0.6978249549865723,0.46352657675743103,-0.07479558885097504,0.6619493961334229,0.626775324344635,-0.10530838370323181,0.6987656950950623,0.662153959274292,-0.08765210211277008,0.7290895581245422,0.6543962955474854,-0.07612987607717514,0.7442418336868286,0.4903219938278198,-0.10165636986494064,0.7053006291389465,0.6146262884140015,-0.1313077062368393,0.7094656229019165,0.6811670660972595,-0.1294645369052887,0.7201635837554932,0.7154611349105835,-0.1254744678735733
0.8890109658241272,0.5229029059410095,-5.783363690170518e-07,0.7914173007011414,0.5788182020187378,0.019090617075562477,0.7074553966522217,0.6045539379119873,0.007123477756977081,0.6468659043312073,0.6162366271018982,-0.014128181152045727,0.602615237236023,0.6276177167892456,-0.03721656650304794,0.6355324387550354,0.47964397072792053,-0.02115502581000328,0.544097900390625,0.5012656450271606,-0.054661933332681656,0.48232969641685486,0.5071739554405212,-0.0808861255645752,0.42741304636001587,0.5117746591567993,-0.10446836054325104,0.6576825976371765,0.4523208439350128,-0.04865521192550659,0.6181200742721558,0.6211562156677246,-0.08312077075242996,0.6679210662841797,0.659378707408905,-0.08352182805538177,0.6978865265846252,0.6456776261329651,-0.08592893183231354,0.6971026659011841,0.4626731276512146,-0.076015405356884,0.6597043871879578,0.6274805665016174,-0.1038980484008789,0.6980149745941162,0.6584943532943726,-0.08358056843280792,0.7292046546936035,0.6474407911300659,-0.07146106660366058,0.7424124479293823,0.4899888038635254,-0.1036093682050705,0.7030135989189148,0.6147716045379639,-0.1318199634552002,0.7079945206642151,0.6816490888595581,-0.12882860004901886,0.7185278534889221,0.716942310333252,-0.12481556087732315
0.888029932975769,0.5213265419006348,-5.728797418669274e-07,0.7896907329559326,0.5749574899673462,0.01970592513680458,0.7054548263549805,0.5996162295341492,0.007883947342634201,0.645043134689331,0.6120619773864746,-0.013502506539225578,0.6020402312278748,0.6253573894500732,-0.03678697720170021,0.6351498961448669,0.47733694314956665,-0.019790561869740486,0.5441038012504578,0.49984845519065857,-0.05374301224946976,0.48243284225463867,0.5055011510848999,-0.08027858287096024,0.4273764491081238,0.5097971558570862,-0.10396827757358551,0.6570819020271301,0.45066142082214355,-0.04779411852359772,0.6161295771598816,0.6201162934303284,-0.08245448768138885,0.6656635999679565,0.6584444046020508,-0.08276592940092087,0.6951054334640503,0.6449877619743347,-0.0849650576710701,0.6961644887924194,0.461063027381897,-0.07574605196714401,0.6579920053482056,0.6269000172615051,-0.10364080220460892,0.6963265538215637,0.6585050225257874,-0.08282189071178436,0.7272355556488037,0.6479177474975586,-0.07021036744117737,0.7410935759544373,0.48789355158805847,-0.10397050529718399,0.7019240260124207,0.6134067177772522,-0.13202321529388428,0.707447350025177,0.6793978810310364,-0.12861578166484833,0.718130886554718,0.713640570640564,-0.12423709034919739
0.8862271308898926,0.5212156772613525,-5.625864787361934e-07,0.787436306476593,0.5764986872673035,0.018915552645921707,0.7044951319694519,0.6001847982406616,0.0063124606385827065,0.6447860598564148,0.6117753386497498,-0.015742961317300797,0.6010349988937378,0.6238737106323242,-0.03972404822707176,0.6356408596038818,0.4767507314682007,-0.021891620010137558,0.5440880656242371,0.4989059567451477,-0.05702747032046318,0.48203638195991516,0.5046816468238831,-0.08422758430242538,0.42683419585227966,0.5090888142585754,-0.10816194862127304,0.6582622528076172,0.4503317177295685,-0.04955407977104187,0.6157817244529724,0.6175537705421448,-0.08514700084924698,0.6647793650627136,0.6565625667572021,-0.08555552363395691,0.6940290331840515,0.6442245841026306,-0.08761785924434662,0.6977580189704895,0.4607846438884735,-0.07720951735973358,0.6586305499076843,0.6246814131736755,-0.10561106353998184,0.6961621642112732,0.6567140817642212,-0.0848645269870758,0.7267211079597473,0.6474263668060303,-0.07215625792741776,0.7430744767189026,0.48766255378723145,-0.1051865816116333,0.7038747668266296,0.610878586769104,-0.1336977183818817,0.7079178094863892,0.6773879528045654,-0.13067348301410675,0.7177178263664246,0.7133349180221558,-0.12643329799175262
0.8860055208206177,0.5196781754493713,-5.706948513761745e-07,0.7887113690376282,0.5749799609184265,0.017670394852757454,0.7047110199928284,0.6005096435546875,0.005527579691261053,0.6447471380233765,0.6129634976387024,-0.015750449150800705,0.6002706289291382,0.6241847276687622,-0.038986314088106155,0.6348060369491577,0.4775078296661377,-0.023023011162877083,0.5436277389526367,0.49987316131591797,-0.05707063153386116,0.4820196330547333,0.5059797167778015,-0.08330215513706207,0.42756032943725586,0.5099730491638184,-0.10658558458089828,0.6574074625968933,0.45105984807014465,-0.049937643110752106,0.6194236874580383,0.6161420345306396,-0.0856800451874733,0.6666394472122192,0.6560350060462952,-0.08760395646095276,0.694930374622345,0.6437203884124756,-0.09079494327306747,0.6978349089622498,0.46100589632987976,-0.07664589583873749,0.6601071953773499,0.6224687695503235,-0.1061941459774971,0.696455180644989,0.6575374603271484,-0.08763808757066727,0.7262908220291138,0.649495005607605,-0.07603513449430466,0.7443098425865173,0.48768067359924316,-0.10352703928947449,0.7044159173965454,0.6104469895362854,-0.13296855986118317,0.7080396413803101,0.6772638559341431,-0.1309109479188919,0.7184008955955505,0.7123793363571167,-0.12703657150268555
0.885151743888855,0.5192617177963257,-5.647531224894919e-07,0.7888489365577698,0.573718786239624,0.01808394305408001,0.7041898369789124,0.6003161072731018,0.006224622018635273,0.6436063647270203,0.6112120151519775,-0.014697002246975899,0.5998402237892151,0.6220738887786865,-0.037712462246418,0.6346114873886108,0.477581650018692,-0.023337911814451218,0.5431002378463745,0.49972009658813477,-0.0570119172334671,0.4813278913497925,0.5053995251655579,-0.08284025639295578,0.42670875787734985,0.509256899356842,-0.10591836273670197,0.6567347049713135,0.45108336210250854,-0.0503508523106575,0.6180564761161804,0.616008460521698,-0.08564763516187668,0.6652423739433289,0.6573272347450256,-0.08688052743673325,0.6939550042152405,0.6459767818450928,-0.08964996784925461,0.6964699625968933,0.4611958861351013,-0.07708512246608734,0.6596066951751709,0.6228251457214355,-0.1059325635433197,0.6953940987586975,0.6589662432670593,-0.08689708262681961,0.7250353693962097,0.6520012617111206,-0.07522080838680267,0.7424020171165466,0.48769235610961914,-0.10396527498960495,0.7033542394638062,0.6109325885772705,-0.13287878036499023,0.7078337073326111,0.677520751953125,-0.13053545355796814,0.7186490893363953,0.711898922920227,-0.1266246885061264
